content,sentiment
My people @EndSARS protesters. Let's not give up. https://t.co/l09QxL9oxI,neutral
"@odu_george @AishaYesufu @EndSars ethnic or religious movement, it's political movement. So we have to understand that.
 After all we must ensure even the youth we gonna vote are not ancestors of ruling class because that is th clear impression why they introduced NOT TOO YOUNG TO RULE.
 Thanks",positive
"@odu_george @AishaYesufu @EndSars us. War and violence couldn't make Nigeria better,rather it will divide the Nation because these people are still using the method of divide and rule. We must eliminate ethnicity, religious bias and let see ourselves as one umbrella i.e Nigeria,these movement is not",neutral
"@odu_george @AishaYesufu @EndSars To my own opinion and understanding The masses are the power of each country, so we need to enlight our fellow citizens that 2023 election must go for youth irrespective of their party,any party that nominate a youth as candidate they own our vote. Democracy has provide that for",neutral
"@vanguardngrnews Thanks to super eagles this was exactly what I wanted. Don't qualify for the nations cup, Nigeria government deserve nothing from the youth. On Monday we will lost by 2 goals. @Endsars",positive
"If you see me on Monday walking into @accessbank , am going in to close my access bank account. Na person wey dey with me I go dey with.
@cenbank 
@PeterPsquare 
@rudeboypsquare
@Djswitchaholic 
@endsars protest.
@StanbicIBTC 
@UN @NGRPresident @followlasg",neutral
Very true @CNN @BBCBreaking @amnestyusa @endsars @ https://t.co/Ke4JiDVJYh,positive
"This Inhumanity in Nigeria is out of hand.
#saynotoinhumanity in Nigeria. Price hike in almost everything... Is either we talk and react now or we shut up for life.
#SayNoToPriceHike #saynotoinhumanity
@lindaikeji @NigeriaYouthM @NigeriaNewsdesk @endsars.",neutral
"RIP, FLT. LT. JJ RAWLINGS, we Biafrans and even the World if they would be honest to themselves are witnesses to the progress and PEACE that is Ghana today, thanks to your LEADERSHIP. We URGENTLY NEED the JJ RAWLINGS principle, clean up NIGERIA it is filty. @EndSARS @EmekaGift",positive
"@arewa_art @AishaYesufu And now that we all agree that the country is not where it should be and that the intent of movements such as @EndSARS is noble, what do you think could have been done to improve or advance the course appropriately?",positive
"@Sirliskano @FMHDSD @MBuhari @EndSars Ogun kill you. Hypocrite don't sentiment to block your sense of reasoning I am not a Northern I have been to Kaduna south and some part of Katsina and I was not happy with situation of things.
People like you ll never speak up against evil until you personally experience it",negative
"@Obinna69934507 @steve_hanke @isikhuemen1 @MBuhari Good day. Wow I really appreciate your concern towards the well being of our blessed country @endsars. But at the end, all that matters is that we as people helps one another to get to our goals. God bless @nigeria and Still don’t forget to buy onions 🧅 from me🧅 at best price.",positive
"😔LETS NOT FORGET😔

It was all planed up

😠✊✊EDO WE MOVE ✊✊😠
@NIGHTWALKER231 
@endSARSnow
@EndSarsAnthem
@NIGHTWALKER231
@Endsars
@DeleFarotimi 
@TundeEddnut 
@EdoProtest
@falzthebahdguy
@cnni 
@UN 
@BBCWorld 
@AJEnglish https://t.co/99b1AATXKM",neutral
@patorankingfire @endsars 😂,neutral
"@sprinsals @Henri_Simeon @Ebuka E go beta for Nigeria pls o IJN, 
@EndSARS shall make it better. As for those jokers @NGSuperEagles and their clown coach, no bother ya sef, na clear reflection d country currently b wetin dem do. Focus on what's important...#Reform",positive
"@SaharaReporters @MBuhari After @EndSars... what next?

@BackToBarracks
#BackToBarracks",neutral
"My fellow citizens, does @ENDSARS protest means police officers should be relieved of their duties? @DamiElebe Are we asking for lawlessness? @YourViewTVC @BabajideOtitoju @channelstv @toyosirise @LasgoOfficial NO, NO,  NO, I SAY NO.",negative
"@mie_dhe @peteregwuatu @SaharaReporters @EndSars The way #EndSARS protesters were fighting corruption same way the northern elites were doubling the energy to paint them black to the eyes of northerners not to join the process, some of em also joined the movement with #SecureNorth.",negative
"@HQNigerianArmy Confused BASTARDS.
Murderers. 
Who order the killings of @EndSars peaceful protesters at the lekki tollgate",negative
"What are they looking for, I don't get?
#whoorderedlekkimassacre #whogavetheorder #LekkiMassacre @EndSars https://t.co/9CLXCwXMlU",neutral
Can any body tell us who our president is or where is he?So many things are going wrong now @aishambuhari .@Endsars,neutral
Who else noticed this... formerly blocked by members of Buharideen and Thiefnubuism during the @endsars @endpolicebrutality @endbadgovernance and miraculously unblocked. Probably after they have restrategize plans.,neutral
I don't know what to say. Nigeria? @endsars @AishaYesufu @YeleSowore @OfficialPDPNig @APCUKingdom @OfficialAPCNg @ProfOsinbajo @UNICEF_Nigeria @globalgistng1 https://t.co/R7jkRmRrNN,neutral
@Peruzzi Even our lost hero's @endsars   protest are  pleased with the album@ABT,positive
"@DrOlufunmilayo Brother you should know that our ""looters in chiefs"" are not different from the ones they sent to attack us wen we asked for good governance. @endsars helped me figure out how they think. They destroy, steal and kill!",positive
I say a big protest that will shut down the whole country if they don’t release and unfrozen the accounts of @endsars protesters in 2 days let see how many persons they can arrest at a time  @AishaYesufu @YeleSowore @femigbaja @davido @burnaboy @MBuhari @SaharaReporters,positive
@NigeriaNewsdesk @blackbeauty4mu1 @NaijaNews But @EndSars protesters can be hunted,neutral
"@peteregwuatu @SaharaReporters @EndSars My dear pls tell them ooo...
They don’t wanna hear the truth,I guess truth is just too bitter to their hearing....",negative
"@mie_dhe @SaharaReporters @EndSars Yes! Unfortunately, majority love to side with the bad guys. They were busy castigating the #EndSARS protesters then. Hope they just learn that evil doesn't pay or else, it would get worst over there.",negative
@peteregwuatu @SaharaReporters I hope they Add the energy wey @Endsars protesters Added and fight for their rights....we tried eradicating corruption their leaders kept killing us,neutral
@endsars https://t.co/6iC6oW3y7P,neutral
"Hi 
This is KADFX ACADEMY where we teach how to trade forex the right way using your phone or laptop
 
We also have our forex investment platform where you get 25% of the amount of money invest 
 Call, text or Whatsapp or dm us here 
07061615062
@ENDSARS",positive
"@adeyanjudeji @EndSARS its very hard for youth in Nigeria to make meaningful thing out of this struggle because those Northern stumbling block (Oligarchy )are willing to murder anybody who say a word . They are always ready to silent people especially East, West &amp; south south",positive
"@ARISEtv Am I wrong to say this Government is confused? If this @endsars is not carefully handled, it could lead to a revolt.",negative
D story of this hardworking Nigerian woman needs 2 b investigated by d authority concern. This is what many deligent Nigerians experienced on daily basis. Allowing this kind of unnecessary anger in d minds of d people for so long could possibly striger another version of @Endsars https://t.co/2Pdou3wIuT,positive
@Olamide ❤️❤️💕💕bringing Bella to this track has light the whole album up .. no vex say we no hype your album na country problems @Endsars make us forget say your album sweet ...Ekun @Olamide @fineboybella,positive
"@ShehuSani They are peaceful people jare 
It is the @Endsars protesters that are violent

Clueless and Lifeless govt",negative
@Ann0nym0z @MaziNnamdiKanu @SusanMount45 @YeleSowore  Anyone that speaks the truth and starts working towards the betterment of the onenigeria automatically become a terrorist. @NIGERIAYOUTHS is now a terrorist cos we protested @endsars.,neutral
@EndSARS https://t.co/KStdWNxlPx,neutral
@rahemm17 @Waspapping_ Don't mind the illiterate...he lacks sense! first he was with @endsars protest only to go against it overnight... stupid child...mom didn't do a good job!,positive
@HQNigerianArmy @nassnigeria @femigbaja @Endsars https://t.co/d1bdUd4WpW,neutral
@ankunda_lynn Forcing @Endsars,neutral
@TomAiremen @DrOlufunmilayo @YeleSowore @EndSars @PoliceNG @MBuhari Which panel..same one holding and I one of the representatives for Lagos state @SavvyRinu bank account is frozen by the so called bullies in power,neutral
The @ENDSARS protest has put an end to APC bad governance. And that is there fear in 2023. @henryshield @adeyanjudeji @YeleSowore @renoomokri @realFFK https://t.co/JGumxeZO7D,negative
@steve_hanke @ComrEddyMena @MBuhari Your name is surely in the next batch of people #Bubu is taking to court. @EndSARS,neutral
"@AishaYesufu Why @DangoteGroup  will be given pass to export via Land while others can't?  Other exporters pay taxes too,   We say no to monopoly end #BadgovernmentinNigeria #endsars @endsars @endsars",neutral
"@Tunjigrace @temiokomi @EndSars Na only you protest for Ikorodo arbi 😂😂😂😂😂
See ehn, lemme alone
It's another day
New day, new people
I left you and cohorts behind with yesterday",negative
"@jidesanwoolu So unthinkable that you would break my heart with the shoddy handling of the @Endsars protesters. I recalled everyone in my branch of MFM were encouraged to vote you into office because you are a Member!! Now, I know better to vote for Personalities not Affiliations https://t.co/URwV3x4cOq",positive
Behold the evil mad man that is trying to sue @endSARS protesters https://t.co/ktZxgXYpmd,negative
"Nigerian Government are scared at the moment because @endsars protest was a massive equalizer against them, Now they are confused, making meaningless Substitutions to win this fixture..
They forgot they are playing against @FCBayern...",negative
"Surround yourself with people that want to make more, do more, explore beyond  what they already have. You will definitely progress.

@Endsars",positive
@ThePakuma When are we recalling him @EndSARS ?,neutral
"@thecableng @officialEFCC @NNPCgroup That is all what they now how to say,what about the money going under there own rug and carpet? They won't say something,but if it @endsars,they call for arrest",negative
@oghenechawuko @officialnairam1 @burnaboy @EndSars @BitcoinNigeria Dm if you need promotion,neutral
"Help RT and Trade the following 
@90sSophie 
@officialnairam1 
@burnaboy 
@endsars
@bitcoinnigeria https://t.co/yJLfL2owgg",neutral
"LET THEM CONTINUE,, THEY WILL END UP MAKING @ENDSARS A LANGUAGE THAT WILL TAKE THEM OUT OF OFFICE #ENDSARS https://t.co/9Fx3qz4Bsf",neutral
"@Mrs_Laycon @temiokomi Which street ooo?
Those blocking roads, extorting people, robbing people, attacking ordinary citizens are doing that under what?
Were these not done under d disguise of @ENDSARS protest?
Were you at Ikorodo?
This was hijacked
Hoodlums use ds Leader-less protest to cause mayhem",negative
"@MBuhari Come out and tell us this one,you are arresting and prosecuting innocent people your dear generation will be dragged and injustice will serve on them banza Waka ✊🏻✊🏻✊🏻✊🏻@endsars@endbadgovernment@enough is enough@free all you locked up.. illiterate president dumped fool",positive
@lollylarry1 Let DJ Switch and all of you that cannot use your brain logically answer the question. I blame Governor Sanwolu who shipishlly fell into this trap. Governors Elrufai and Wike wouldn't have allowed the nonsense that happened in Lagos. A lot of us supported @EndSARS,positive
@abikedabiri So your so called CBN and EFCC could not do the same but can trace the @endsars donotions in a week. Shame on you all.,neutral
@amandachinda_ @Osas_BigEngine Nah @Endsars carry me come,neutral
"@Naijadailyfeedx @BashirAhmaad @hand2ome Dey no go see this one talk o
Na to dey pursue @endsars protesters",neutral
"@NigeriainfoFM @SheriffQuadry Good morning@sheriffquadry. If government could do proper investigation on People supporting @endsars, i winder why what delay them not to track bokoharam supporters. This IS bad ooooo. I can see that no leader in this country oooo.",positive
@dan_modu @Meritjude @MobilePunch They started by freezing people's account using CBN and r planning to regulate social media which was strong tool for @endsars protest. And are using someone now to institute legally action.,positive
@kndoluwafemi @EndSars They were carried away by puff puff and jollof rice.,neutral
"The @Endsars protest organizers that could not manage protest for it not to be hijacked or turn violence by hoodlums is a failure, they can't be trusted with National leadership.
 There's no need blaming the government, @Endsars organizers is a failure.",negative
@Adedhiwura During @endsars protest how many bedspread were u able to sell??,positive
"@DailyPostNGR Wao!!! @NigeriaGov kudos. At least, if rat (govt) can not kill the one killing him (boko haram, banditry, Maladministration etc), it will be strong on the one dragging its tail (@endSars that demand good governance). What a shameful,docile leadership and approach.",positive
@ItohanThe @MFaarees_ @Rahma_sadau @EndSars I don't want to talk with ghost account henceforth... Mind your business,neutral
"@papaanache @IsmailMudashir @yarima524 @MobilePunch @EndSars I wonder how they will recover from the truth.
@papaanache is not pointing fingers, but pointing at the facts, as the facts point fingers regardless.",neutral
"@Ahmedawe2 @MFaarees_ @Rahma_sadau @EndSars You just tagged a non-existent person, dimwit😂😂😂",neutral
@ItohanThe @MFaarees_ @Rahma_sadau You need to go buy brain @EndSARS,neutral
"@IsmailMudashir @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars I wonder how y'all feel  so comfortable judging others, as if your own heaven don de secured.",positive
@IsmailMudashir @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Promote what? Y'all should justify the fulani women walking about almost half naked... They are muslims too....munafukai ne ku kawai... Simple!,negative
"@Gidi_Traffic @bolajifakeye Sometimes we follow some people on Twitter thinking they have sense, how can you post this rubbish on your page @Gidi_Traffic what is Ipob and destruction if Lagos, so I humbly unfollow you today, and jealousy no go kill all of una, thought after this @Endsars we have gone above",negative
"@DrJoeAbah Nobody hijacked @ENDSARS protests,it was premeditated pre-planned &amp; an avenue to destabilised @MBuhari ,attacked Tinubu candidacy after failed campaign on #restructuring &amp; villifying of personality of Mr President, this is 1 of  2023 political gimmicks, nothing more Doc",negative
"Can't they re -channel the mode of the protest in other to let every Nigerians it's an individual task in call for good governance... while adopting it this way other government servants I e the police, army etc could assure the protest success against hoodlums, thugs  @EndSARS✊ https://t.co/Kw625XghZQ",positive
My heartbroken form watching this @Endsars @Endpoliecbrutality ✊✊✊ https://t.co/nb7EispIZW,neutral
"@Maczimus @IkejaElectric @ieServe @nepawahalang @EndSars @ieServe @IkejaElectric @nepawahalang the light your men repaired last week is bad again. Please come to out aid, as we are tired of poor service from @IkejaElectric Everytime we call no response.",negative
"@LeaderOnus @YPPNational @cenbank @NigeriaGov @EndSars Whenever you set to make a move, dim me let's join forces to get it accomplished",positive
@papaanache @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Yes our grave is not the same. But don’t promote it else it will become our business,neutral
"Looking For Quality  Males And Females Wears Latest Designers Wears For Unisex At Pocket Friendly Price
All Goods Posted Are Available For Immediate Pick Up @Haylina collections 
We Deliver To Your Doorstep
A Trail Will Convince You 🤴 Kings And Queens👸🏼 @Endsars https://t.co/f9ZTueiJn8",positive
"Looking For Quality  Males And Females Wears Latest Designers Wears For Unisex At Pocket Friendly Price
All Goods Posted Are Available For Immediate Pick Up @Haylina collections 
We Deliver To Your Doorstep
A Trail Will Convince You 🤴 Kings And Queens👸🏼 @Endsars",positive
@YPPNational @cenbank @NigeriaGov @EndSars We honestly need to set our priorities right...,positive
"For a govt that major on the minor, let this be a reminder on how serious nations tackle terrorism. While the UAE successfully prosecuted some sponsors of Boko Haram operating in Nigeria, the @cenbank &amp; @NigeriaGov on the other hand are busy chasing harmless promoters of @EndSARS https://t.co/mvghdPS5t5",positive
"For a govt that major on the minor, let this be a reminder on how serious nations tackle terrorism. While the UAE successfully prosecuted some sponsors of Boko Haram operating in Nigeria, the @cenbank &amp; @NigeriaGov on the other hand are busy chasing harmless promoters of @EndSARS https://t.co/07zHgkkEak",positive
"@BillionaireOti @Tunnykvng @DoctorEmto @ayemojubar @RoyalMajesti @MaziEminent @yankohBoy @DONJAZZY @pengmanmodel @Sonjoe_Kutuh @BigMan_Xander With what i'hv been seeing and hearing from lagos inquiry,all i can conclude is that this inquiry thing is a sham. Dem no go do shigbian. No b @endsars protesters dem don dey round up one by one so",negative
"@BolanleCole, @endsars, @Endpolicebrutality, @CocaCola,  Bottled coke is safer than Plastic Bottled coke....  Argue with ur hands it you can.... https://t.co/MEFx0buJo7",neutral
"#JusticeforPelumi 

@AmnestyNigeria please note the @NGRPresident are still investing every effort to track down peaceful @Endsars protesters.

@UN aren't talking about this.
@BBCAfrica @CNNAfrica @AlJazeera pls take note.

Every arrested protesters must be released in 7 days. https://t.co/Zhq91tGp7c",positive
@papaanache @yarima524 @MobilePunch @EndSars Thank you Sir.,neutral
@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Abeg don't come here and give wrong impression of muslims... Please!,negative
@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars I'm not barking like a mad dog and I'm a muslim... You're just an illiterate.,negative
"@IsmailMudashir @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars See.. you ehn, try make that heaven first before you worry about another person... I'm a Muslim too and what y'all are doing is wrong. Her 'indecent' dressing is between she and her God! Babu ruwan ku...you too if you want, do it.",negative
"@abikedabiri Look at how this @Nigeria government is wasting lives and sponsoring terror but clamping down on innocent citizens who their only demand is @endsars @endpolicebrutality, we will move again, this time something must happen to bring #changeinNigeria",positive
So freezing @ENDSARS😱 account is what this hypocrite govt can do .CBN is another tool to use yet this same old cargoes protest years back and went home without any scratch. SHAME!!!😒,positive
"Even though we cannot forget @ENDSARS so soon due to the lost life’s, can we have a more strong and collective #hashtag that will portray all we need in one picture throughout the nation during the next movement please.
This country needs to resurrect under this regime...",positive
@Endsars @endswatnow @ENDPOLICEBURALITY ✊✊ https://t.co/Cuz7YTGwB0,neutral
@drovoxo1 @prettyboyDO I put my heart not the structure like I put in @endsars 🤪,neutral
Clamping down and frozen the account of @endsars protesters is totally wrong and unacceptable and this goes a long way showing that what you had been denying could be true end this now,negative
"@ChidiOdinkalu @NigeriaGov @EndSars I guess what people dread always hunt them. Moreover, the one who holds up a child's toy will bring it down when the force of gravity takes its toil",neutral
@ChidiOdinkalu @Iamspecia @NigeriaGov @EndSars Sincerely we shouldn't have vagabonds like this guy in government.I dey shame for them in case dem no get shame.Dear lord🤦,positive
"@zinadabo1 @MKabrik Translate""Bokoharm"" for us please. Bokoharm to @EndSARS is comparing darkest to light. Endsars protesters have focus whereas the order is a blood sucking organisation",positive
@ChidiOdinkalu @NigeriaGov @EndSars I need @GarShehu phone number. I want to ask him something,neutral
"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars So sad that a human being is comparing human life over dressing. You really have a long way to go Mr. and I  pray you get all you're looking for in life since you've got no empathy. Amen
#EndBadGovernanceinNIGERIA 
#EndSARS",negative
"@Asegun_ni_mi @MobilePunch You forgot that all this display are coming out after the northern monarchs , governors and police IG had a meeting last week concerning @EndSars  .",neutral
@BusinessDayNg @BusinessDayNg @ENDSARS @endpoliticalslavery there would be no need for investigating the cause of his death kindly save yourself the stress.. The police killed the innocent boy and dump him somewhere... What a country,positive
@channelstv @channelstv  @endsars what rights do they have to freezing someone's account. And the same government can't still figure out who's funding the boko haram for many years.. Time to speak up and fight for our rights.. @endpoliticalslavery @YeleSowore,positive
"Protests, like @EndSARS, are held to call for remedies to societal ills. Therefore, those who oppose the right to protest are against societal progress. In response to their repressive actions, we don’t have to compromise on the meaning of our right to protest as citizens.",positive
"@ChidiOdinkalu @padreamby @NigeriaGov @EndSars This inhibits the freedom of expression, association and movement of citizens. 

.@NigeriaGov is Nigeria under democratic or under rule?

#EndBadGovernanceinNIGERIA 
#RuleOfLaw",neutral
"@page36news No nation should have this mannequin as PRESIDENT 
@endsars",neutral
"Northern youths supports SARs and rallied against @EndSars protests, northern governors wants SARs units continued: one voice.
But see these southern governors, their youthful constituents are being gunned down by state sanctioned gunslingers, their best is photo ops wt @MBuhari https://t.co/57NYb47FJ4",positive
@ChidiOdinkalu @NigeriaGov @EndSars How did we get here?,neutral
@cenbank won't trace these account and freeze them. What you are good at is clamping down on @endsars protesters. God punish all of una. https://t.co/XX9ngViF19,positive
"@ChidiOdinkalu @NigeriaGov @EndSars UAE arrests and indict Nigerians and FG agent that Sponsor Boko Haram
They include;
Suraj Abubakar Muhammad
Saleh Yusuf Adamu
Ibrahim Ali Alhassan
AbdurRahman Ado Musa
Bashir Ali Yusuf
Muhammad Ibrahim Isa

Have been arrested for sending $782,000.00 to Boko Haram.",negative
@ChidiOdinkalu @NigeriaGov @EndSars We are in 3 different countries in this 1-Nigeria.,neutral
@ChidiOdinkalu @NigeriaGov @EndSars Confused presidency’s so far,negative
@ChidiOdinkalu @NigeriaGov @EndSars Idiots,negative
"@ChidiOdinkalu @NigeriaGov @EndSars This one has never made a sensible statement as an SA, and the only thing he knows how to do best is spew garbage.",positive
"This @NigeriaGov has decided to place beneath the law anyone whom it associates with @EndSARS. That is their idea of ending #SARS &amp; of #RuleOfLaw.

https://t.co/5IUGu4BB6d",neutral
"Tell your friends about us.. We sell and install Automatic Gate opener
@building @endsars @footall @Naija https://t.co/8m1gXgtNzE",neutral
"@adamugarba @Twitter @jack Aboki apologize to @jack then mayb we can consider,me n you know you don’t care bout Nigeria but for yourself and family....na person way support us during @Endsars we Dey support",neutral
@NormanObinna @MBuhari @PoliceNG @EndSars I'm telling you! these people are blinded and guided by some evil agendas that I find it difficult to comprehend,negative
Aftermath of #endsars peaceful protest: it's so nauseating how @MBuhari government and @PoliceNG are playing victims. Even the actions of govt and @PoliceNG (arresting @endsars organisers and freezing of their accounts) show that no lessons were learned. #EndBadGoveranceInNigeria,positive
This is mere distraction.She's not the nation's problem.Proffering solutions against a repeat of massive looting &amp; destruction in the wake of @EndSars Protest should be government major focus for now.They should strive to save the soul of this nation on the brink of break up. https://t.co/x9kxDLWD2O,negative
"@NigeriaGov @cenbank knows to freeze accounts of @endsars protesters but are unable to see these Boko Haram financiers.
One reasons this insurgence persisted for so long
https://t.co/T0VvXnMiUD",negative
@endsars #endsars https://t.co/y1Y1pwvTnj,neutral
The worst @Gvwike ever in our time..the monster him self you shall reap all you hv sold.@endsars End @gvwike killings towards igbo's (@IPOB) https://t.co/otzXZMJBRQ,negative
@NigeriaNewsdesk @seunokin @IjeOsamor What is the outcome of their meeting. The northern governors decision is emphatic on @EndSARS &amp; Social media. What is the south west governors decision on these issues or is it hypocrisy as usual. They should let us know where they stand. https://t.co/rqaAGhUKJl,negative
Happy Sunday to you all and may God almighty bless you all as you praise his holy name in Jesus name Amen🙏🙇..God plz all i ask from you today being ur holy day is the restoration of @biafra..@Endsars and @endpolicebrutality in so call one @Nigeria,positive
"For all the destruction and losses   recorded during @EndSars protest, who don hear say the burn any betnaija shop outlets. Boys dey pay homage Wella.",neutral
@GuardianNigeria @falzthebahdguy Is the Guardian Nigeria also saying that the CBN should freeze his bank account because he's one of the people that leads the @endsars movement? Or are you trying to praise him for airing his voice? I don't understand this tweet 🤔,neutral
"Tortoise dance (193 Grasshopper dance. US Force entered Nigeria without you knowing as you are busy @HQNigerianArmy 
@Endsars",positive
"@RealKiddWaya As humble rich kidd
How do you feel about the handling of the @endsars saga pre and post by FG.
What are you plans for youths in Nigeria n particularly Benue youths?",positive
Hypocrisy in the highest order. Nigerians wake up. @Endsars. Com https://t.co/xq6kWZk3kN,neutral
@GboyegaOyetola You better start now because second @EndSars protect coming soon.,positive
"@AdesinaOgunlana @EndSars @DeleFarotimi @eby_kay @activistfemi @nbaradical @SaharaReporters If truly with sincerity of purpose you leading the NNN sir, you have no idea what greatness this could turn out to be. Distinct voices like yours mean way much more than nuisance chants of Nigeria leaders.",positive
Na SARS we end no be onion....@endsars,neutral
"@IsmailMudashir @papaanache @yarima524 @MobilePunch @EndSars Exactly why you should use your resources to practice Sharia fully in the north and elect someone deep in Sharia law to lead you.
The south should also be left to elect the best to manage their people and resources.",positive
@OlakunleFakolu1 @yarima524 @MobilePunch @EndSars God will deliver us,neutral
"@samson_physayor @yarima524 @MobilePunch @EndSars I don't understand why they are still getting revenue from South and still dislike anything south.
We need to sit down and restructure this country.",neutral
@OlakunleFakolu1 @yarima524 @MobilePunch @EndSars They are still taking the larger share from crude oil,negative
"@MimiEyamba @yarima524 @MobilePunch @EndSars We can't change them and they can't change us.
The show stay in their apartment.
We should stay in our apartment.
And wave to each other occasionally.
Case closed.",negative
"@samson_physayor @yarima524 @MobilePunch @EndSars We need mutual respect here.
We can't change them and they can't change us.
They should use all the resources in the north to practice Sharia.
We should use all the resources in the south to practice secularism.
Case closed.",negative
"@sloch14 @yarima524 @MobilePunch @EndSars They can practice Sharia as they want and keep all the resources in their domain to themselves.
The south should continue with secularity and use the resources in the south for themselves.
Case closed.",negative
"@sloch14 @yarima524 @MobilePunch @EndSars Sokoto, Kano etc have all the right to practice full Sharia as a state.
They have all the right to enforce covering of women fully.
They have all the right to enforce Islam in their States.
But they have no right to share in VAT and oil from the south.",positive
"@IsmailMudashir @papaanache @yarima524 @MobilePunch @EndSars Unfortunately, I don't know how we arrive here as a nation.
We really need to address more important things than a woman showing her back on her twitter page.
We are yet to tackle senseless killings, poverty, injustice, insecurity, inequality and IGP is busy delving into this.",positive
"I,m not here to @EndSars buh to #EndNigeriaNow2SaveLives 
@BiafraExit https://t.co/kVZv8skBn2",neutral
"@official2baba They are sowing the seed for a revolution,  as dem dey hunt @endsars protesters more people can see reason join the course. Dem never get sense .",neutral
Support @endSars and you guys will be hungry no more https://t.co/7BUqY4yztn,neutral
@iruoma24 @OlakunleFakolu1 @yarima524 @MobilePunch @EndSars Don't mind him,neutral
@papaanache @yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Is our problem as Muslims. She is not a Christian,neutral
"@EndSARS.. #freebiafra
@maziNnamdikanu...@joeBiden https://t.co/cilo8YtIgl",neutral
"@DrOlufunmilayo @YeleSowore Govt, should be magnanimous enough to respect the agreement why  states were asked to constitute judiciary panels of enquiries for restitutions @endsars protests. witch-hunting people while the panel is meeting is counter productive. @PoliceNG @MBuhari",neutral
@daily_trust From the horrific experience of @Endsars protests and the painful aftermath we now know our youths are never lazy,negative
@MBuhari Murderer @endsars,neutral
"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars If you don't accept that theirs a problem you can never look for solutions, you have to discover before you recover, the north has been living in denial that's why  their problems can never go away.",neutral
"@OlakunleFakolu1 @yarima524 @MobilePunch @EndSars Some of you re yet to realise that.. there's nothing like we, if we can't reason together we can't obviously act together, this country has divided it self by way of reasoning.",neutral
@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars You're foolish! Is it your business how she dress? Or is it your religion? Or are you God? Or the awarder of jannah and the punisher? What's your problem? Why is her dressing discomforting you? Abi na today you de see people de dress like that? We are our own problems😤,neutral
@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars You see why i said u have ur brain and another person is using it?,neutral
"@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars You comment alone shows your ability of thinking. You have your body and someone esle is thinking with your brain. 

Papa dash me no gree you get sens nii",neutral
@SmithFree1 @YeleSowore @callmerahila @MBuhari @EndSars Kano city,neutral
"@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars If you dont have wha to use data for, Google porn or tom and jerry it will enhance you thinking ability",neutral
@SmithFree1 @YeleSowore @callmerahila @MBuhari @EndSars Protest again and you will see https://t.co/lTYpDHer3h,neutral
@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars Where you sleeping when U.S came into nigeria?,neutral
@renoomokri So your problem is no longer @MBuhari OR @EndSars is now girls. Wahala for who no be virgin,neutral
"@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars Let The gods visit you there. 

We’re hungry – Police officers cry out over unpaid six months’ salaries https://t.co/CsoB6n6LMD https://t.co/gSBKOtnLqi",positive
@SmithFree1 @YeleSowore @callmerahila @MBuhari @EndSars https://t.co/ApdMLnA4AT,neutral
@sadiq_naibawa @YeleSowore @callmerahila @MBuhari @EndSars And whats your points cause i did not see full stop in your statement.,positive
"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars You have been saying rubbish. I am sorry, I can't help your situation",negative
@SmithFree1 @YeleSowore @callmerahila @MBuhari To protest @endSARS is good thing,positive
"People, I have good advice for you'll... What ever you do this morning, avoid bond FM. If you don't want to fill irritated till the end of this week... Wetin I hear about @endsars &amp; @lekkimassacre 🤦🏾‍♂️",positive
@EngrIbinabo @ARMY @EndSars The context of your tweet is different from the written memoranda in the composition.,neutral
"When the @Army opened fire and killed @EndSARS protest on the 20/10/20 at Lekki Tollgate, were we not 'peaceful'?

When #EndSARS protesters were attacked, shot at ans killed in Abuja, were they not peaceful. 

Stop misleading the public. You're the one twisting the letter. https://t.co/NR4bZwaUjO",positive
"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars You are also part of the Problem but then we think you'll have sense one day, IGP didn't take the killings, Kidnapping and likes serious but how someone dress matters to him more than the lives of citizens.",negative
"@JoeBiden don't listen to @MBuhari 
He murdered his people

@endsars https://t.co/DL17t8maiU",neutral
"Currently @MBuhari is illegally arresting the @Endsars peaceful protesters, freezing there bank account and even forcefully taking there passports from them. We only wanted a good Nigeria void of there numerous corrupt practice is that too much to ask @NigeriaGov ? #Endsars https://t.co/v2RChLWjNa",positive
@DokunOjomo And Nigerian police will not see that we are fighting for them they would come and be attacking @endsars protesters.,neutral
😂😂😂@endsars @Ebuka @lindaikeji @oluwaloninyo @dino_melaye https://t.co/R1mYKpwzFS,neutral
